InChIKey14,DrugName,DrugID,Source,DrugName_Normalized
ZSTKHSQDNIGFLM,"5-methoxy-N,N-dimethyltryptamine",61,Drug_A,"5-methoxy-n,n-dimethyltryptamine"
ZNOVTXRBGFNYRX,5-methyltetrahydrofolic acid,62,Drug_B,5-methyltetrahydrofolic acid
NVKAWKQGWWIWPM,5beta-dihydrotestosterone,63,Drug_A,5beta-dihydrotestosterone
LMJSLTNSBFUCMU,"6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE",64,Drug_A,"6-chloro-3-(dichloromethyl)-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide"
HQZOLNNEQAKEHT,6-Deoxyerythronolide B,65,Drug_A,6-deoxyerythronolide b
KRWMERLEINMZFT,6-O-benzylguanine,66,Drug_A,6-o-benzylguanine
FNKQXYHWGSIFBK,"6S-5,6,7,8-Tetrahydrobiopterin",67,Drug_A,"6s-5,6,7,8-tetrahydrobiopterin"
WFPUBEDBBOGGIQ,"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",68,Drug_A,"7,8-dichloro-1,2,3,4-tetrahydroisoquinoline"
UCYXILDOFXGENE,"7,9-Dimethylguanine",69,Drug_A,"7,9-dimethylguanine"
JWCSIUVGFCSJCK,7-((Carboxy(4-Hydroxyphenyl)Acetyl)Amino)-7-Methoxy-(3-((1-Methyl-1h-Tetrazol-5-Yl)Thio)Methyl)-8-Oxo-5-Oxa-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,70,Drug_A,7-((carboxy(4-hydroxyphenyl)acetyl)amino)-7-methoxy-(3-((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
JAPHQRWPEGVNBT,7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,71,Drug_A,7-(2-amino-2-phenyl-acetylamino)-3-chloro-8-oxo-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid
LOSIULRWFAEMFL,7-Deazaguanine,72,Drug_A,7-deazaguanine
PBCZSGKMGDDXIJ,7-Hydroxystaurosporine,73,Drug_B,7-hydroxystaurosporine
PQCAUHUKTBHUSA,7-Nitroindazole,74,Drug_A,7-nitroindazole
LPXQRXLUHJKZIE,8-azaguanine,75,Drug_A,8-azaguanine
RYIGNEOBDRVTHA,8-chlorotheophylline,76,Drug_A,8-chlorotheophylline
RPJPZDVUUKWPGT,9-(N-methyl-L-isoleucine)-cyclosporin A,77,Drug_A,9-(n-methyl-l-isoleucine)-cyclosporin a
OIRDTQYFTABQOQ,9-Beta-D-Xylofuranosyl-Adenine,78,Drug_A,9-beta-d-xylofuranosyl-adenine
FFYPRJYSJODFFD,9-Deazaguanine,79,Drug_A,9-deazaguanine
UUWJNBOCAPUTBK,9-Methylguanine,80,Drug_A,9-methylguanine
FUXVKZWTXQUGMW,9-aminocamptothecin,81,Drug_A,9-aminocamptothecin
NOTGFIUVDGNKRI,AICA ribonucleotide,82,Drug_A,aica ribonucleotide
FXRYWOJYVGJZLE,ALT-2074,83,Drug_A,alt-2074
NVSWJKWHLUTHLP,AMG-222,84,Drug_A,amg-222
DALSFUWTAOKVTF,AS-8112,85,Drug_A,as-8112
QPUVKSKJCNGSGT,AZD-3043,86,Drug_A,azd-3043
KBQCEQAXHPIRTF,AZD-5991,87,Drug_A,azd-5991
MCGSCOLBFJQGHM,Abacavir,88,Drug_A,abacavir
TYBHXIFFPVFXQW,Abafungin,89,Drug_A,abafungin
PTRATZCAGVBFIQ,Abametapir,90,Drug_A,abametapir
SFYAXIFVXBKRPK,Abediterol,91,Drug_A,abediterol
UZWDCWONPYILKI,Abemaciclib,92,Drug_A,abemaciclib
MAUCONCHVWBMHK,Abexinostat,93,Drug_A,abexinostat
GZOSMCIZMLWJML,Abiraterone,94,Drug_A,abiraterone
IUEWXNHSKRWHDY,Abrocitinib,95,Drug_A,abrocitinib
WDENQIQQYWYTPO,Acalabrutinib,96,Drug_A,acalabrutinib
AFCGFAGUEYAMAO,Acamprosate,97,Drug_A,acamprosate
CEMXHAPUFJOOSV,Acarbose,98,Drug_A,acarbose
GOEMGAFJFRBGGG,Acebutolol,99,Drug_A,acebutolol
MNIPYSSQXLZQLJ,Aceclofenac,100,Drug_A,aceclofenac
HCYFGRCYSCXKNQ,Acefylline,101,Drug_A,acefylline
FSQKKOOTNAMONP,Acemetacin,102,Drug_A,acemetacin
VABCILAOYCMVPS,Acenocoumarol,103,Drug_A,acenocoumarol
NOSIYYJFMPDDSA,Acepromazine,104,Drug_A,acepromazine
XLOQNFNTQIRSOX,Aceprometazine,105,Drug_A,aceprometazine
RZVAJINKPMORJF,Acetaminophen,106,Drug_A,acetaminophen
QTBSBXVTEAMEQO,Acetate,107,Drug_A,acetate
BZKPWHYZMXOIDC,Acetazolamide,108,Drug_A,acetazolamide
WDJHALXBUFZDSR,Acetoacetic acid,109,Drug_A,acetoacetic acid
VGZSUPCWNCWDAN,Acetohexamide,110,Drug_A,acetohexamide
WNTYBHLDCKXEOT,Acetophenazine,111,Drug_A,acetophenazine
JFNWFXVFBDDWCX,Acetyl sulfisoxazole,112,Drug_A,acetyl sulfisoxazole
OKJIRPAQVSHGFK,Acetylamino-Acetic Acid,113,Drug_A,acetylamino-acetic acid
OIPILFWXSMYKGL,Acetylcholine,114,Drug_A,acetylcholine
PWKSKIMOESPYIA,Acetylcysteine,115,Drug_A,acetylcysteine
HPMZBILYSWLILX,Acetyldigitoxin,116,Drug_A,acetyldigitoxin
HWKJSYYYURVNQU,Acetyldigoxin,117,Drug_A,acetyldigoxin
WXNXCEHXYPACJF,Acetylleucine,118,Drug_B,acetylleucine
BSYNRYMUTXBXSQ,Acetylsalicylic acid,119,Drug_A,acetylsalicylic acid
DJQOOSBJCLSSEY,Acipimox,120,Drug_A,acipimox
IHUNBGSDBOWDMA,Acitretin,121,Drug_A,acitretin
USZYSDMBJDPRIF,Aclarubicin,122,Drug_B,aclarubicin
ASMXXROZKSBQIH,Aclidinium,123,Drug_A,aclidinium
TWHZNAUBXFZMCA,Acotiamide,124,Drug_A,acotiamide
PWACSDKDOHSSQD,Acrivastine,125,Drug_A,acrivastine
FBSKJMQYURKNSU,Acteoside,126,Drug_A,acteoside
MKUXAQIIEYXACX,Acyclovir,127,Drug_A,acyclovir
PEMUGDMSUDYLHU,Adagrasib,128,Drug_A,adagrasib
SUPKOOSCJHTBAH,Adefovir,129,Drug_A,adefovir
WOZSCQDILHKSGG,Adefovir dipivoxil,130,Drug_A,adefovir dipivoxil
MEFKEPWMEQBLKI,Ademetionine,131,Drug_A,ademetionine
GFFGJBXGBJISGV,Adenine,132,Drug_A,adenine
GJSLOMWRLALDCT,Adinazolam,133,Drug_A,adinazolam
UAMAIHOEGLEXSV,Adipiplon,134,Drug_A,adipiplon
CGNMLOKEMNBUAI,Adrafinil,135,Drug_A,adrafinil
ULXXDDBFHOBEHA,Afatinib,136,Drug_A,afatinib
TXUZVZSFRXZGTL,Afimoxifene,137,Drug_A,afimoxifene
QYPPJABKJHAVHS,Agmatine,138,Drug_A,agmatine
YJYPHIXNFHFHND,Agomelatine,139,Drug_A,agomelatine
CJDRUOGAGYHKKD,Ajmaline,140,Drug_A,ajmaline
MLFKVJCWGUZWNV,Alanosine,141,Drug_A,alanosine
FZSPJBYOKQPKCD,Alaproclate,142,Drug_A,alaproclate
UHIXWHUVLCAJQL,Albaconazole,143,Drug_A,albaconazole
HXHWSAZORRCQMX,Albendazole,144,Drug_A,albendazole
NDAUXUAQIAJITI,Albuterol,145,Drug_A,albuterol
MWTBKTRZPHJQLH,Alcaftadine,146,Drug_A,alcaftadine
ARHWPKZXBHOEEE,Alclofenac,147,Drug_A,alclofenac
FJXOGVLKCZQRDN,Alclometasone,148,Drug_A,alclometasone
POJWUDADGALRAB,Alcloxa,149,Drug_A,alcloxa
MUQUYTSLDVKIOF,Alcuronium,150,Drug_A,alcuronium
PQSUYGKTWSAVDQ,Aldosterone,151,Drug_A,aldosterone
OBMJQRLIQQTJLR,Aldoxorubicin,152,Drug_B,aldoxorubicin
KDGFLJKFZUIJMX,Alectinib,153,Drug_A,alectinib
OGSPWJRAVKPPFI,Alendronic acid,154,Drug_A,alendronic acid
FBPFZTCFMRRESA,Alexitol sodium,155,Drug_A,alexitol sodium
OFHCOWSQAMBJIW,Alfacalcidol,156,Drug_A,alfacalcidol
DUHUCHOQIDJXAT,Alfaxalone,157,Drug_A,alfaxalone
IDBPHNDTYPBSNI,Alfentanil,158,Drug_A,alfentanil
WNMJYKCGWZFFKR,Alfuzosin,159,Drug_A,alfuzosin
CXDWHYOBSJTRJU,Algestone,160,Drug_A,algestone
AHBKIEXBQNRDNL,Algestone acetophenide,161,Drug_A,algestone acetophenide
ZZHLYYDVIOPZBE,Alimemazine,162,Drug_B,alimemazine
UXOWGYHJODZGMF,Aliskiren,163,Drug_A,aliskiren
SHGAZHPCJJPHSC,Alitretinoin,164,Drug_A,alitretinoin
JDLKFOPOAOFWQN,Allicin,165,Drug_A,allicin
FDQGNLOWMMVRQL,Allobarbital,166,Drug_A,allobarbital
AFHJQYHRLPMKHU,Alloin,167,Drug_A,alloin
OFCNXPDARWKPPY,Allopurinol,168,Drug_A,allopurinol
ATXHVCQZZJYMCF,Allylestrenol,169,Drug_A,allylestrenol
RMAQACBXLXPBSY,Almasilate,170,Drug_A,almasilate
FPHLBGOJWPEVME,Alminoprofen,171,Drug_A,alminoprofen
WKEMJKQOLOHJLZ,Almotriptan,172,Drug_A,almotriptan
ZSBOMTDTBDDKMP,Alogliptin,173,Drug_A,alogliptin
YMILRBLJDGKUDX,Aloglutamol,174,Drug_A,aloglutamol
JSWZEAMFRNKZNL,Alosetron,175,Drug_A,alosetron
STUWGJZDJHPWGZ,Alpelisib,176,Drug_A,alpelisib
XBMIVRRWGCYBTQ,Alphacetylmethadol,177,Drug_A,alphacetylmethadol
UVAZQQHAVMNMHE,Alphaprodine,178,Drug_A,alphaprodine
VREFGVBLTWBCJP,Alprazolam,179,Drug_A,alprazolam
PAZJSJFMUHDSTF,Alprenolol,180,Drug_A,alprenolol
GMVPRGQOIOIIMI,Alprostadil,181,Drug_A,alprostadil
VWAUPFMBXBWEQY,Altrenogest,182,Drug_A,altrenogest
UUVWYPNAQBNQJQ,Altretamine,183,Drug_A,altretamine
XAGFODPZIPBFFR,Aluminium,184,Drug_A,aluminium
FEWJPZIEWOKRBE,Aluminium acetotartrate,185,Drug_A,aluminium acetotartrate
TXCGAZHTZHNUAI,Aluminium clofibrate,186,Drug_B,aluminium clofibrate
DHMQDGOQFOQNFH,Aluminium glycinate,187,Drug_A,aluminium glycinate
PVNIIMVLHYAWGP,Aluminium nicotinate,188,Drug_A,aluminium nicotinate
NBIIXXVUZAFLBC,Aluminium phosphate,189,Drug_A,aluminium phosphate
QIQXTHQIDYTFRH,Aluminium tristearate,190,Drug_B,aluminium tristearate
VSCWAEJMTAWNJL,Aluminum chloride,191,Drug_B,aluminum chloride
XLYOFNOQVPJJNP,Aluminum chlorohydrate,192,Drug_A,aluminum chlorohydrate
QAOWNCQODCNURD,Aluminum sulfate,193,Drug_A,aluminum sulfate
ZPFXAOWNKLFJDN,Alverine,194,Drug_A,alverine
UPNUIXSCZBYVBB,Alvimopan,195,Drug_B,alvimopan
BIIVYFLTOXDAOV,Alvocidib,196,Drug_A,alvocidib
DKNWSYNQZKUICI,Amantadine,197,Drug_A,amantadine
OMHBPUNFVFNHJK,Ambenonium,198,Drug_A,ambenonium
OUJTZYPIHDYQMC,Ambrisentan,199,Drug_A,ambrisentan
JBDGDEWWOUBZPM,Ambroxol,200,Drug_A,ambroxol
ILKJAFIWWBXGDU,Amcinonide,201,Drug_A,amcinonide
BWWVAEOLVKTZFQ,Amdinocillin,202,Drug_A,amdinocillin
RDJQCOBTKKAQAH,Amibegron,203,Drug_A,amibegron
ZHOWHMXTJFZXRB,Amidephrine,204,Drug_B,amidephrine
OYTKINVCDFNREN,Amifampridine,205,Drug_A,amifampridine
JKOQGQFVAUAYPM,Amifostine,206,Drug_A,amifostine
LKCWBDHBTVXHDL,Amikacin,207,Drug_A,amikacin
XSDQTOBWRPYKKA,Amiloride,208,Drug_A,amiloride
ONNOFKFOZAJDHT,Amineptine,209,Drug_A,amineptine
ROBVIMPUHSLWNV,Aminoglutethimide,210,Drug_A,aminoglutethimide
HSMNQINEKMPTIC,Aminohippuric acid,211,Drug_A,aminohippuric acid
ZGXJTSGNIOSYLO,Aminolevulinic acid,212,Drug_B,aminolevulinic acid
QCTBMLYLENLHLA,Aminomethylbenzoic acid,213,Drug_B,aminomethylbenzoic acid
RMMXTBMQSGEXHJ,Aminophenazone,214,Drug_A,aminophenazone
ZFXYFBGIUFBOJW,Aminophylline,215,Drug_A,aminophylline
TVZGACDUOSZQKY,Aminopterin,216,Drug_B,aminopterin
WUBBRNOQWQTFEX,Aminosalicylic acid,217,Drug_A,aminosalicylic acid
IYIKLHRQXLHMJQ,Amiodarone,218,Drug_A,amiodarone
NTJOBXMMWNYJFB,Amisulpride,219,Drug_A,amisulpride
SRVJKTDHMYAMHA,Amithiozone,220,Drug_A,amithiozone
QXAITBQSYVNQDR,Amitraz,221,Drug_A,amitraz
KRMDCWKBEZIMAB,Amitriptyline,222,Drug_A,amitriptyline
ZPMKQFOGINQDAM,Amitriptylinoxide,223,Drug_A,amitriptylinoxide
HTIQEAQVCYTUBX,Amlodipine,224,Drug_A,amlodipine
QGZKDVFQNNGYKY,Ammonia N-13,225,Drug_A,ammonia n-13
BVKZGUZCCUSVTD,Ammonium bicarbonate,226,Drug_A,ammonium bicarbonate
JVTAAEKCZFNVCJ,Ammonium lactate,227,Drug_A,ammonium lactate
IEGNLZVDENYZEJ,Ammonium tetrathiomolybdate,228,Drug_B,ammonium tetrathiomolybdate
VIROVYVQCGLCII,Amobarbital,229,Drug_A,amobarbital
OVCDSSHSILBFBN,Amodiaquine,230,Drug_A,amodiaquine
UPALIKSFLSVKIS,Amonafide,231,Drug_B,amonafide
QWGDMFLQWFTERH,Amoxapine,232,Drug_A,amoxapine
LSQZJLSUYDQPKJ,Amoxicillin,233,Drug_A,amoxicillin
NNAIYOXJNVGUOM,Amperozide,234,Drug_A,amperozide
KWTSXDURSIMDCE,Amphetamine,235,Drug_A,amphetamine
APKFDSVGJQXUKY,Amphotericin B,236,Drug_A,amphotericin b
AVKUERGKIZMTKX,Ampicillin,237,Drug_A,ampicillin
YMARZQAQMVYCKC,Amprenavir,238,Drug_A,amprenavir
RNLQIBCLLYYYFJ,Amrinone,239,Drug_A,amrinone
VJZITPJGSQKZMX,Amrubicin,240,Drug_A,amrubicin
XCPGHVQEEXUHNC,Amsacrine,241,Drug_A,amsacrine
CSDTZUBPSYWZDX,Amyl Nitrite,242,Drug_A,amyl nitrite
LDXYBEHACFJIEL,Anagliptin,243,Drug_A,anagliptin
OTBXOEAOVRKTNQ,Anagrelide,244,Drug_A,anagrelide
YBBLVLTVTVSKRW,Anastrozole,245,Drug_B,anastrozole
BOJKULTULYSRAS,Andrographolide,246,Drug_A,andrographolide
QADHLRWLCPCEKT,Androstenediol,247,Drug_A,androstenediol
AEMFNILZOJDQLW,Androstenedione,248,Drug_A,androstenedione
BCFCRXOJOFDUMZ,Anecortave,249,Drug_A,anecortave
PVHLMTREZMEJCG,Angiotensin 1-7,250,Drug_A,angiotensin 1-7
LKYQLAWMNBFNJT,Anileridine,251,Drug_A,anileridine
PAYRUJLWNCNPSJ,Aniline,252,Drug_A,aniline
ZXNRTKGTQJPIJK,Aniracetam,253,Drug_A,aniracetam
WTQYWNWRJNXDEG,Anisodamine,254,Drug_A,anisodamine
XGGHHHBGPSNXFE,Anisotropine methylbromide,255,Drug_B,anisotropine methylbromide
CIDNKDMVSINJCG,Annamycin,256,Drug_A,annamycin
REYFJDPCWQRWAA,Antazoline,257,Drug_A,antazoline
VEQOALNAAJBPNY,Antipyrine,258,Drug_A,antipyrine
NWGGKKGAFZIVBJ,Antrafenine,259,Drug_A,antrafenine
HJBWBFZLDZWPHF,Apalutamide,260,Drug_A,apalutamide
MXPOCMVWFLDDLZ,Apaziquone,261,Drug_B,apaziquone
QNZCBYKSOIHPEH,Apixaban,262,Drug_A,apixaban
VMWNQDUVQKEIOC,Apomorphine,263,Drug_A,apomorphine
IEJXVRYNEISIKR,Apraclonidine,264,Drug_B,apraclonidine
XZNUGFQTQHRASN,Apramycin,265,Drug_A,apramycin
IMOZEMNVLZVGJZ,Apremilast,266,Drug_A,apremilast
ATALOFNDEOCMKK,Aprepitant,267,Drug_A,aprepitant
NZLBHDRPUJLHCE,Aprindine,268,Drug_A,aprindine
UORJNBVJVRLXMQ,Aprobarbital,269,Drug_A,aprobarbital
DKULOVKANLVDEA,Aprocitentan,270,Drug_A,aprocitentan
KSUUMAWCGDNLFK,Apronalide,271,Drug_A,apronalide
YZXBAPSDXZZRGB,Arachidonic Acid,272,Drug_A,arachidonic acid
SHKXZIQNFMOPBS,Aramchol,273,Drug_A,aramchol
NCUCGYYHUFIYNU,Aranidipine,274,Drug_A,aranidipine
KPYSYYIEGFHWSV,Arbaclofen,275,Drug_A,arbaclofen
JXTAALBWJQJLGN,Arbaclofen Placarbil,276,Drug_A,arbaclofen placarbil
MKKYBZZTJQGVCD,Arbekacin,277,Drug_A,arbekacin
IIRWWTKISYTTBL,Arbutamine,278,Drug_A,arbutamine
HJJPJSXJAXAIPN,Arecoline,279,Drug_A,arecoline
BPZSYCZIITTYBL,Arformoterol,280,Drug_A,arformoterol
KXNPVXPOPUZYGB,Argatroban,281,Drug_A,argatroban
CEUORZQYGODEFX,Aripiprazole,282,Drug_A,aripiprazole
DDINXHAORAAYAD,Aripiprazole lauroxil,283,Drug_A,aripiprazole lauroxil
YQEZLKZALYSWHR,Arketamine,284,Drug_A,arketamine
YFGHCGITMMYXAQ,Armodafinil,285,Drug_B,armodafinil
BHIAIPWSVYSKJS,Arotinolol,286,Drug_A,arotinolol
IKWTVSLWAPBBKU,Arsenic trioxide,287,Drug_A,arsenic trioxide
XLCNVWUKICLURR,Artefenomel,288,Drug_A,artefenomel
SXYIRMFQILZOAM,Artemether,289,Drug_A,artemether
BLUAFEHZUWYNDE,Artemisinin,290,Drug_A,artemisinin
NLYNIRQVMRLPIQ,Artemotil,291,Drug_A,artemotil
BJDCWCLMFKKGEE,Artenimol,292,Drug_A,artenimol
FIHJKUPKCHIPAT,Artesunate,293,Drug_A,artesunate
QTGIAADRBBLJGA,Articaine,294,Drug_A,articaine
VOVZXURTCKPRDQ,Asciminib,295,Drug_A,asciminib
CIWBSHSKHKDKBQ,Ascorbic acid,296,Drug_A,ascorbic acid
VSWBSWWIRNCQIJ,Asenapine,297,Drug_A,asenapine
IAOZJIPTCAWIRG,Aspartame,298,Drug_A,aspartame
CKLJMWTZIZZHCS,Aspartic acid,299,Drug_A,aspartic acid
BHELIUBJHYAEDK,Aspoxicillin,300,Drug_A,aspoxicillin
MQZIGYBFDRPAKN,Astaxanthin,301,Drug_A,astaxanthin
GXDALQBWZGODGZ,Astemizole,302,Drug_A,astemizole
XRWSZZJLZRKHHD,Asunaprevir,303,Drug_A,asunaprevir
OOUGLTULBSNHNF,Ataluren,304,Drug_A,ataluren
PEPMWUSGRKINHX,Atamestane,305,Drug_B,atamestane
AXRYRYVKAWYZBR,Atazanavir,306,Drug_A,atazanavir
ZHPMYDSXGRRERG,Aticaprant,307,Drug_A,aticaprant
HSWPZIDYAHLZDD,Atipamezole,308,Drug_A,atipamezole
QIVUCLWGARAQIO,Atogepant,309,Drug_A,atogepant
VHGCDTVCOLNTBX,Atomoxetine,310,Drug_A,atomoxetine
XUKUURHRXDUEBC,Atorvastatin,311,Drug_A,atorvastatin
VWXRQYYUEIYXCZ,Atosiban,312,Drug_B,atosiban
KUCQYCKVKVOKAY,Atovaquone,313,Drug_A,atovaquone
YXSLJKQTIDHPOT,Atracurium besylate,314,Drug_A,atracurium besylate
MOTJMGVDPWRKOC,Atrasentan,315,Drug_A,atrasentan
RKUNBYITZUJHSG,Atropine,316,Drug_A,atropine
AUJRCFUBUPVWSZ,Auranofin,317,Drug_A,auranofin
NTAHMPNXQOYXSX,Aurodox,318,Drug_A,aurodox
XHVAWZZCDCWGBK,Aurothioglucose,319,Drug_A,aurothioglucose
PUKBOVABABRILL,Avacopan,320,Drug_A,avacopan
WEAJZXNPAWBCOA,Avanafil,321,Drug_A,avanafil
DWYRIWUZIJHQKQ,Avapritinib,322,Drug_A,avapritinib
PTQXTEKSNBVPQJ,Avasimibe,323,Drug_A,avasimibe
OFZJKCQENFPZBH,Avatrombopag,324,Drug_A,avatrombopag
NDCUAPJVLWFHHB,Avibactam,325,Drug_A,avibactam
XIRGHRXBGGPPKY,Avilamycin,326,Drug_B,avilamycin
ATLYLVPZNWDJBW,Axelopran,327,Drug_A,axelopran
RITAVMQDGBJQJZ,Axitinib,328,Drug_A,axitinib
NMUSYJAQQFHJEW,Azacitidine,329,Drug_A,azacitidine
XTKDAFGWCDAMPY,Azaperone,330,Drug_A,azaperone
WOIIIUDZSOLAIW,Azapropazone,331,Drug_A,azapropazone
SEBMTIQKRHYNIT,Azatadine,332,Drug_A,azatadine
LMEKQMALGUDUQG,Azathioprine,333,Drug_A,azathioprine
BDJRBEYXGGNYIS,Azelaic acid,334,Drug_A,azelaic acid
MBUVEWMHONZEQD,Azelastine,335,Drug_A,azelastine
ZKFQEACEUNWPMT,Azelnidipine,336,Drug_A,azelnidipine
SGRUZFCHLOFYHZ,Azidamfenicol,337,Drug_B,azidamfenicol
ODFHGIPNGIAMDK,Azidocillin,338,Drug_A,azidocillin
QJFSABGVXDWMIW,Azilsartan medoxomil,339,Drug_A,azilsartan medoxomil
MREBEPTUUMTTIA,Azimilide,340,Drug_A,azimilide
MQTOSJVFKKJCRP,Azithromycin,341,Drug_A,azithromycin
JTWOMNBEOCYFNV,Azlocillin,342,Drug_A,azlocillin
HMEDEBAJARCKCT,Azosemide,343,Drug_A,azosemide
WZPBZJONDBGPKJ,Aztreonam,344,Drug_A,aztreonam
VYCMAAOURFJIHD,BQ-123,345,Drug_A,bq-123
PFOLLRNADZZWEX,Bacampicillin,346,Drug_A,bacampicillin
CLKOFPXJLQSYAH,Bacitracin,347,Drug_A,bacitracin
XDHNQDDQEHDUTM,Bafilomycin A1,348,Drug_B,bafilomycin a1
IETKPTYAGKZLKY,Balaglitazone,349,Drug_A,balaglitazone
IPOKCKJONYRRHP,Balsalazide,350,Drug_A,balsalazide
FUIOWSNNCWZETH,Bambermycins,351,Drug_A,bambermycins
ANZXOIAKUNOVQU,Bambuterol,352,Drug_A,bambuterol
VVUYEFBRTFASAH,Bamifylline,353,Drug_A,bamifylline
YZBAXVICWUUHGG,Banoxantrone,354,Drug_B,banoxantrone
JCRIVQIOJSSCQD,Barbexaclone,355,Drug_A,barbexaclone
FTOAOBMCPZCFFF,Barbital,356,Drug_A,barbital
XUZMWHLSFXCVMG,Baricitinib,357,Drug_A,baricitinib
VXMOONUMYLCFJD,Barnidipine,358,Drug_A,barnidipine
URWYQGVSPQJGGB,Batefenterol,359,Drug_A,batefenterol
XFILPEOLDIKJHX,Batimastat,360,Drug_B,batimastat
UCJGJABZCDBEDK,Bazedoxifene,361,Drug_B,bazedoxifene
JPYQFYIEOUVJDU,Beclamide,362,Drug_A,beclamide
KUVIULQEHSCUHY,Beclomethasone dipropionate,363,Drug_A,beclomethasone dipropionate
QSLUXQQUPXBIHH,Becocalcidiol,364,Drug_A,becocalcidiol
QUIJNHUBAXPXFS,Bedaquiline,365,Drug_A,bedaquiline
ZPQPDBIHYCBNIG,Befunolol,366,Drug_B,befunolol
NCNRHFGMJRPRSK,Belinostat,367,Drug_A,belinostat
LNHWXBUNXOXMRL,Belotecan,368,Drug_B,belotecan
GKHIVNAUVKXIIY,Belumosudil,369,Drug_A,belumosudil
LOMMPXLFBTZENJ,Belzutifan,370,Drug_A,belzutifan
HYHMLYSLQUKXKP,Bempedoic acid,371,Drug_A,bempedoic acid
IVQOFBKHQCTVQV,Benactyzine,372,Drug_A,benactyzine
XPCFTKFZXHTYIP,Benazepril,373,Drug_A,benazepril
MADRIHWFJGRSBP,Benazeprilat,374,Drug_A,benazeprilat
FYJJXENSONZJRG,Bencyclane,375,Drug_A,bencyclane
YTKUWDBFDASYHO,Bendamustine,376,Drug_B,bendamustine
BYFMCKSPFYVMOU,Bendazac,377,Drug_A,bendazac
HDWIHXWEUNVBIY,Bendroflumethiazide,378,Drug_A,bendroflumethiazide
CJAVTWRYCDNHSM,Benfluorex,379,Drug_A,benfluorex
QZVNQOLPLYWLHQ,Benidipine,380,Drug_A,benidipine
BEWNZPMDJIGBED,Benmoxin,381,Drug_A,benmoxin
FEJKLNWAOXSSNR,Benorilate,382,Drug_A,benorilate
MITFXPHMIHQXPI,Benoxaprofen,383,Drug_A,benoxaprofen
FEBOTPHFXYHVPL,Benperidol,384,Drug_A,benperidol
BNQDCRGUHNALGH,Benserazide,385,Drug_A,benserazide
AIZFEOPQVZBNGH,Bentazepam,386,Drug_A,bentazepam
GIJXKZJWITVLHI,Benzatropine,387,Drug_A,benzatropine
WHQCHUCQKNIQEC,Benzbromarone,388,Drug_A,benzbromarone
JKVNJTYHRABHIY,Benzgalantamine,389,Drug_A,benzgalantamine
VPMRSLWWUXNYRY,Benzhydrocodone,390,Drug_A,benzhydrocodone
ZKCWITXZGWUJAV,Benzilone,391,Drug_B,benzilone
CZCHIEJNWPNBDE,Benziodarone,392,Drug_A,benziodarone
CULUWZNBISUWAS,Benznidazole,393,Drug_A,benznidazole
BLFLLBZGZJTVJG,Benzocaine,394,Drug_A,benzocaine
GNRXCIONJWKSEA,Benzoctamine,395,Drug_A,benzoctamine
WPYMKLBDIGXBTP,Benzoic acid,396,Drug_A,benzoic acid
MAFMQEKGGFWBAB,Benzonatate,397,Drug_A,benzonatate
YXKTVDFXDRQTKV,Benzphetamine,398,Drug_A,benzphetamine
JSZILQVIPPROJI,Benzquinamide,399,Drug_A,benzquinamide
NDTSRXAMMQDVSW,Benzthiazide,400,Drug_A,benzthiazide
CNBGNNVCVSKAQZ,Benzydamine,401,Drug_A,benzydamine
WVDDGKGOMKODPV,Benzyl alcohol,402,Drug_A,benzyl alcohol
JGSARLDLIJGVTE,Benzylpenicillin,403,Drug_A,benzylpenicillin
IMPVZRLKKKXMKQ,Benzylpenicilloyl polylysine,404,Drug_A,benzylpenicilloyl polylysine
PNXBXCRWXNESOV,Benzylthiouracil,405,Drug_A,benzylthiouracil
YWGDOWXRIALTES,Bepotastine,406,Drug_A,bepotastine
UIEATEWHFDRYRU,Bepridil,407,Drug_A,bepridil
CTPOHARTNNSRSR,Beraprost,408,Drug_A,beraprost
RUDATBOHQWOJDD,Berberine ursodeoxycholate,409,Drug_A,berberine ursodeoxycholate
BGEBZHIAGXMEMV,Bergapten,410,Drug_A,bergapten
UXNXMBYCBRBRFD,Berotralstat,411,Drug_A,berotralstat
QFFGVLORLPOAEC,Besifloxacin,412,Drug_B,besifloxacin
UUQMNUMQCIQDMZ,Betahistine,413,Drug_A,betahistine
KWIUHFFTVRNATP,Betaine,414,Drug_A,betaine
UREBDLICKHMUKA,Betamethasone,415,Drug_A,betamethasone
VQODGRNSFPNSQE,Betamethasone phosphate,416,Drug_A,betamethasone phosphate
NWIUTZDMDHAVTP,Betaxolol,417,Drug_A,betaxolol
NZUPCNDJBJXXRF,Bethanechol,418,Drug_A,bethanechol
